unit;rzb_cdr_counterparty_code;entity_type;entity_type_desc;rzb_cdr_counterparty_name;rzb_cdr_internal_rating;rzb_cdr_ead_pre_ccf;rzb_cdr_ead_pre_ccf;cc;cc1;dqi_check
RBKO;1289553;6;Small Medium Business (SMB);D.P.Z.VIZION LED-D.P.Z.VIZION LED;SME_10;9053.84;9053.84;1289553;1289553;OK
RBRU;1531067;6;Small Medium Business (SMB);PION-FARMA PLYUS OOO;SME_10;519.6189869;519.6189869;1531067;1531067;OK
RBAL;231581;3;Corporates;SUCRALBA SHPK;CORP_10;161.7711633;161.7711633;231581;;OK
RBBY;471931;6;Small Medium Business (SMB);LIDSKAYA DSPMK-72;SME_10;25513.24599;25513.24599;471931;;OK
ALEASS;702688;6;Small Medium Business (SMB);SELVA S.R.L.;SME_10;442410.6;442410.6;702688;;OK
RBRO;957572;39;Associations;OBSTEA POJARNA;CORP_10;361.9557532;361.9557532;957572;957572;OK
RBBH;935801;6;Small Medium Business (SMB);TOMDAR STR KRESEVO VL BRANKA OROZ;SME_10;224.007199;224.007199;;935801;ERROR
AVAL;473021;6;Small Medium Business (SMB);STOV PODILLIA;SME_10;3.85099227;3.85099227;;;OK
RBRO;508153;3;Corporates;BELSUINTEST SRL;CORP_10;1364206.947;1364206.947;508153;508153;OK
RBHR;309487;39;Associations;BUBAMARA VINKOVCI;CORP_10;28977.33227;28977.33227;309487;309487;OK
RLRS;131753;3;Corporates;DOO DAMMIL BAC;CORP_10;123447.42;123447.42;131753;131753;OK
RBRO;123208;3;Corporates;PALUNI;CORP_10;341438.2271;341438.2271;123208;;OK
RBHR;1628545;3;Corporates;FORTENOVA GROUP TOPCO B.V.;CORPL_10;26635.0912;26635.0912;1628545;1628545;OK
RBRO;1319683;3;Corporates;CONFANA INDUSTRIES SRL;CORP_10;653151.8433;653151.8433;1319683;1319683;OK
RBAL;550865;3;Corporates;BLUMARE KOMPANI SHPK;CORP_10;125743.7578;125743.7578;550865;550865;OK
RBCZ;519445;3;Corporates;CKD BLANSKO HOLDING A S;CORP_10;1067130.61;1067130.61;519445;519445;OK
RBRU;1636176;3;Corporates;SITEYK OOO;CORP_10;1938176.099;1938176.099;1636176;1636176;OK
RBRO;652898;6;Small Medium Business (SMB);GATO;SME_10;343.83;343.83;652898;652898;OK
RBRS;331561;6;Small Medium Business (SMB);EURO-PRINC DOO BEOGRAD;SME_10;50983.68421;50983.68421;331561;331561;OK
AVAL;1984838;6;Small Medium Business (SMB);"TOV ""TPK Partner 3""";SME_10;1564.233318;1564.233318;1984838;1984838;OK
RLCZ;1575265;3;Corporates;Xandor Automotive CZ s.r.o.;CORP_10;46483.05111;46483.05111;1575265;1575265;OK
RBBY;492333;3;Corporates;VKM-SERVIS OOO;CORP_10;773411.2167;773411.2167;492333;492333;OK
RBRU;1363199;3;Corporates;NMCKASH LIMITED LIABILITY COMPANY;CORP_10;17197017.96;17197017.96;1363199;1363199;OK
RBRS;222073;6;Small Medium Business (SMB);DOO VIGOTOM BAÈKA PALANKA;SME_10;42913.34097;42913.34097;222073;222073;OK
RBHU;1035091;6;Small Medium Business (SMB);ROKA Pénzügyi Szolgáltató és Tanács-adó Kft.;SME_10;72312.34145;72312.34145;1035091;1035091;OK
RBRO;441961;6;Small Medium Business (SMB);GEOSTRAD CONSTRUCT SRL;SME_10;338.4808648;338.4808648;441961;;OK
RBHR;1528402;6;Small Medium Business (SMB);BIO LAV D.O.O.;SME_10;41390.51;41390.51;1528402;1528402;OK
RBHR;147603;3;Corporates;DOMUS JADRAN D.O.O. U STECAJU;CORP_10;1582219.204;1582219.204;147603;;OK
RBRO;717623;6;Small Medium Business (SMB);NEW SOLITON SRL;SME_10;1764.4752;1764.4752;717623;717623;OK
TLSK;716936;6;Small Medium Business (SMB);EUROSPEDA s.r.o.;SME_10;11372.86;11372.86;716936;716936;OK
RBRS;292498;6;Small Medium Business (SMB);SLOGA;SME_10;198784.0334;198784.0334;292498;292498;OK
CASRS;2137215;6;Small Medium Business (SMB);VERITAS DOO PARACIN U STECAJU;SME_10;334293.52;334293.52;2137215;2137215;OK
RBRS;1229909;6;Small Medium Business (SMB);PRIMUS GROUP HRM D O O U STECAJU;SME_10;1811.559001;1811.559001;1229909;1229909;OK
RBAL;153526;3;Corporates;SHEGA-TRANS SHA;CORP_10;1178.027134;1178.027134;153526;153526;OK
TLSK;1063445;6;Small Medium Business (SMB);EXPEDIX s. r. o.;SME_10;82728.05;82728.05;1063445;1063445;OK
RBHR;108940;3;Corporates;EURCO D.D.;CORP_10;2235352.399;2235352.399;108940;108940;OK
AVAL;179819;3;Corporates;NVP RAIZ-AHRO;CORP_10;2156.296885;2156.296885;;;OK
RBAL;602923;6;Small Medium Business (SMB);VICTORY  TRAVEL SHPK;SME_10;23.71666461;23.71666461;602923;602923;OK
RBRU;956267;6;Small Medium Business (SMB);MZ FALAR;SME_10;518.4730438;518.4730438;956267;956267;OK
RBBH;165302;3;Corporates;PREVENT LEATHER DOO VISOKO;CORP_10;114067.2195;114067.2195;165302;165302;OK
RBRS;314418;6;Small Medium Business (SMB);KAR - MOD INTERNACIONAL DOO BEOGRA--NOVI BEOGRAD;SME_10;46030.34844;46030.34844;314418;314418;OK
RLRS;647477;6;Small Medium Business (SMB);TEAM TRANS GROUP DOO SREMSKI KARLOV-CI;SME_10;931.34;931.34;647477;647477;OK
TBSK;1360704;3;Corporates;MP TRUCKS, s. r. o.;CORP_10;251902.14;251902.14;1360704;1360704;OK
RBRO;1501046;6;Small Medium Business (SMB);FERRODISMA SRL;SME_10;82.4123649;82.4123649;;;OK
RBBH;527173;6;Small Medium Business (SMB);AD SPEDITION DOO BUGOJNO;SME_10;123647.6227;123647.6227;527173;527173;OK
RBAL;157013;6;Small Medium Business (SMB);MET-PLAST SHPK;SME_10;42578.97259;42578.97259;157013;;OK
RBI;40943;3;Corporates;F.J. Elsner Trading Gesellschaft mbH;CORP_10;8437091.772;8437091.772;40943;40943;OK
RBCZ;526322;6;Small Medium Business (SMB);ANDROMEDA ART S R O;SME_10;55.60416324;55.60416324;526322;526322;OK
CASRS;721629;3;Corporates;LETINA DOO BEOGRAD U STECAJU;CORP_10;100352.4379;100352.4379;721629;721629;OK
RBBH;166432;3;Corporates;HIDROGRADNJA DD SARAJEVO;CORP_10;5176.446828;5176.446828;166432;166432;OK
TBSK;1969834;6;Small Medium Business (SMB);PRIEMSTAV s.r.o.;SME_10;122876.11;122876.11;1969834;1969834;OK
RBCZ;160815;3;Corporates;GEARWORKS A S;CORP_10;2488051.501;2488051.501;160815;160815;OK
RBRO;692464;6;Small Medium Business (SMB);POLICLINICA LASER SYSTEM SRL;SME_10;925.2752805;925.2752805;692464;692464;OK
RLCZ;648993;3;Corporates;PAPCEL A S;CORP_10;3320.528697;3320.528697;648993;648993;OK
RBBH;799900;3;Corporates;AGROVOCE DOO ZVORNIK;CORP_10;15631.39946;15631.39946;799900;799900;OK
RBBH;167768;3;Corporates;MVS PHARM DOO BRCKO;CORP_10;2617.814432;2617.814432;167768;167768;OK
AVAL;1499523;6;Small Medium Business (SMB);"FH ""Malov""";SME_10;90320.73163;90320.73163;1499523;1499523;OK
RBBH;1060241;3;Corporates;SAID KARALIC;CORP_10;12387.87113;12387.87113;1060241;1060241;OK
RBCZ;2047248;6;Small Medium Business (SMB);ATANAX, S.R.O.;SME_10;13175.91641;13175.91641;2047248;2047248;OK
AVAL;874883;3;Corporates;"TOV ""Variant Agro Bud""";CORP_10;1385779.266;1385779.266;874883;874883;OK
RBRO;1921080;6;Small Medium Business (SMB);INGRASAMINTE OLTENIA SRL;SME_10;25.7258309;25.7258309;1921080;1921080;OK
RBRO;599707;3;Corporates;ELMET ENERGIE SRL;CORP_10;216.870391;216.870391;599707;599707;OK
RBBY;730403;6;Small Medium Business (SMB);'POLOTSK-AGRO' CHP;SME_10;23184.8151;23184.8151;730403;730403;OK
RBBY;1802567;6;Small Medium Business (SMB);STAL'NAYA SFERA OOO;SME_10;57748.85087;57748.85087;1802567;1802567;OK
RBAL;165625;6;Small Medium Business (SMB);ROSI SHPK;SME_10;109997.0645;109997.0645;165625;165625;OK
RBRU;1786078;3;Corporates;OOO EYL-TEKHNIKA;CORP_10;368920.1299;368920.1299;1786078;1786078;OK
RBRO;723328;3;Corporates;NARID COMMERCE SRL;CORP_10;3225.246995;3225.246995;723328;723328;OK
RBRO;464845;6;Small Medium Business (SMB);PROGAZ SRL;SME_10;739.8504901;739.8504901;464845;464845;OK
RBBY;1876769;6;Small Medium Business (SMB);OOO STROISTAL`INNOVATSIYA;SME_10;71447.29836;71447.29836;1876769;1876769;OK
RBAL;226589;3;Corporates;2F GRUP;CORP_10;175.085354;175.085354;226589;226589;OK
RBHU;301316;6;Small Medium Business (SMB);SOLTKON Termelõ, Kereskedelmi és Sz-olgáltató Kft.;SME_10;89697.45968;89697.45968;301316;301316;OK
RBKO;1038740;6;Small Medium Business (SMB);FIDI SH.P.K;SME_10;257214.94;257214.94;1038740;1038740;OK
RBCZ;171287;3;Corporates;NWT A S;CORP_10;15883661.39;15883661.39;171287;171287;OK
RBBH;732911;6;Small Medium Business (SMB);LIFT CONSULTING DOO SARAJEVO;SME_10;57791.85819;57791.85819;732911;732911;OK
RBRO;304110;6;Small Medium Business (SMB);ZEMBREA TRANS SRL;SME_10;548.7332256;548.7332256;304110;304110;OK
RLAL;802425;3;Corporates;Alesio-2014 shpk-Anton Gjinaj;CORP_10;238454.6;238454.6;802425;802425;OK
RBRU;306146;6;Small Medium Business (SMB);TEPLORESURS OOO;SME_10;6427.657943;6427.657943;306146;306146;OK
RBHR;1494709;6;Small Medium Business (SMB);SNS EUROPE D.O.O.;SME_10;5308.912336;5308.912336;1494709;1494709;OK
AVAL;455557;6;Small Medium Business (SMB);"TOV ""MOLODIZHNE""";SME_10;129120.6615;129120.6615;455557;455557;OK
RLRS;169057;3;Corporates;KOTEKS DOO-KOTEKS DOO SURCIN;CORP_10;80894.69;80894.69;169057;169057;OK
RBRO;247879;6;Small Medium Business (SMB);ULGEPO SRL;SME_10;3261.905244;3261.905244;247879;;OK
RLBY1;1323833;6;Small Medium Business (SMB);Konditerskaya ¿4 OOO;SME_10;214266;214266;1323833;1323833;OK
TBSK;100856;6;Small Medium Business (SMB);PALIMA, spol. s r.o.;SME_10;52707.1;52707.1;100856;100856;OK
AVAL;1436717;3;Corporates;"TOV ""Polissia-2002""";CORP_10;501093.9312;501093.9312;1436717;1436717;OK
RBAL;231584;3;Corporates;GJYZELI-BLB SHA;CORP_10;2084.974706;2084.974706;231584;231584;OK
RBKO;1600940;6;Small Medium Business (SMB);POLY PRINT SHPK;SME_10;112250.86;112250.86;1600940;1600940;OK
RBRO;225645;3;Corporates;ERIKA STAR SRL;CORP_10;102189.5264;102189.5264;225645;;OK
TBSK;447070;6;Small Medium Business (SMB);EUSKADI s. r. o.;SME_10;0.14;0.14;;;OK
ALEASS;702231;6;Small Medium Business (SMB);ESCAP S.N.C. DI ESPOSITO;SME_10;136540.57;136540.57;702231;;OK
RBRS;804220;6;Small Medium Business (SMB);SALE PETROL DOO SID;SME_10;10.25302925;10.25302925;804220;804220;OK
AREALE;702667;6;Small Medium Business (SMB);FEBO S.R.L.;SME_10;0.12;0.12;702667;;OK
RLRS;2180517;6;Small Medium Business (SMB);500 FOR YOU DOO NOVI SAD;SME_10;161215.78;161215.78;2180517;2180517;OK
RBRU;496660;3;Corporates;SANGY STYLE COMPANY LTD;CORP_10;1980.983648;1980.983648;496660;496660;OK
AVAL;289365;6;Small Medium Business (SMB);"FH ""Hodlevskyi Viktor Serhiiovych""";SME_10;620375.0665;620375.0665;289365;289365;OK
RBBH;165301;3;Corporates;PREVENT CEE DOO;CORP_10;3918576.021;3918576.021;165301;165301;OK
ALEASS;1500554;3;Corporates;ROTO-CART S.P.A.;CORP_10;1469017.48;1469017.48;1500554;1500554;OK
RBRU;720490;3;Corporates;TRANSPORTNAYA KOMPANIYA EKO;CORP_10;1062636.547;1062636.547;720490;720490;OK
RBI;732554;11;Banks;Sberbank Europe AG in Abwicklung;FIN_10;9927968;9927968;732554;732554;OK
RBAL;884791;6;Small Medium Business (SMB);MBK IMPORT EKSPORT SHPK;SME_10;159612.2617;159612.2617;884791;884791;OK
TBSK;679916;6;Small Medium Business (SMB);EZOTOUR, s.r.o.;SME_10;109657.49;109657.49;679916;679916;OK
RBCZ;601190;3;Corporates;GLASSOR S R O;CORP_10;173290.1886;173290.1886;601190;601190;OK
RBAL;462843;3;Corporates;CITYPARK SHPK;CORP_10;88.43;88.43;;;OK
AVAL;302976;6;Small Medium Business (SMB);Huliuk Iryna Hari vna;SME_10;11270.60306;11270.60306;302976;302976;OK
RBRO;209331;3;Corporates;ELM Electromontaj-Cluj SA;CORP_10;2659184.609;2659184.609;209331;209331;OK
RBRO;1328782;6;Small Medium Business (SMB);TIM CEREAL CENTER;SME_10;153162.5356;153162.5356;1328782;1328782;OK
RBRO;307623;6;Small Medium Business (SMB);SC CHIBAX SRL;SME_10;944.0406714;944.0406714;307623;307623;OK
RBRO;288581;6;Small Medium Business (SMB);RED INGATLAN SRL;SME_10;1030.880993;1030.880993;288581;;OK
RBRO;247002;6;Small Medium Business (SMB);OVODESIGN;SME_10;114.7369806;114.7369806;;;OK
RBRS;1907686;6;Small Medium Business (SMB);DKS SHOP DOO - U PRINUDNOJ LIKVIDA-IJI;SME_10;11.93105493;11.93105493;1907686;1907686;OK
AVAL;191958;3;Corporates;TOV VKF TsUN-DON;CORP_10;469.8210569;469.8210569;;;OK
TLSK;187983;6;Small Medium Business (SMB);SBO International s. r. o.;SME_10;4813.13;4813.13;187983;187983;OK
RBCZ;437582;3;Corporates;CESKE LODENICE A S;CORP_10;41916.27;41916.27;437582;437582;OK
TLSK;101984;6;Small Medium Business (SMB);CETEM, s r.o.;SME_10;52721.41;52721.41;101984;;OK
AVAL;722350;3;Corporates;"TOV ""Mekhanichnyi Zavod""";CORP_10;1584750.921;1584750.921;722350;722350;OK
AVAL;219110;6;Small Medium Business (SMB);"TOV ""Rehional'nyi shynnyi skla";SME_10;30603.44405;30603.44405;219110;219110;OK
RBRO;1614047;6;Small Medium Business (SMB);ROAL PARTS GROUP SRL;SME_10;328.1523387;328.1523387;1614047;1614047;OK
RBI;807434;3;Corporates;Orpea SA;CORPL_10;32298437.99;32298437.99;807434;807434;OK
ALEASS;702076;6;Small Medium Business (SMB);CERIONI & PAIALUNGA S.N.C.;SME_10;35394.7;35394.7;702076;702076;OK
CASRS;700501;6;Small Medium Business (SMB);AGROOMEGA DOO ZABALJ U STECAJU;SME_10;415241.2556;415241.2556;700501;700501;OK
RBRS;164595;6;Small Medium Business (SMB);PRO   KOMERC DOO;SME_10;9015.016474;9015.016474;164595;164595;OK
RBRO;177593;6;Small Medium Business (SMB);AUTOMARC SA;SME_10;79918.65644;79918.65644;177593;;OK
ALEASS;702021;6;Small Medium Business (SMB);PRODAM S.N.C. DI D'AMICO;SME_10;49859.2;49859.2;702021;;OK
RBRU;888180;3;Corporates;LOGO-TREID LLC;CORP_10;169198.536;169198.536;888180;888180;OK
RBHR;1628547;3;Corporates;FORTENOVA GROUP STAK STICHTING;CORP_10;6219.728;6219.728;1628547;1628547;OK
RBCZ;1609683;3;Corporates;NORDSTROM INVEST A S;CORP_10;1406171.95;1406171.95;1609683;1609683;OK
RBRS;131029;3;Corporates;IMPERIAL GRADNJA DOO BEOGRAD;CORP_10;83.52377712;83.52377712;;;OK
RBAL;130279;3;Corporates;ACI MOBILE SHPK;CORP_10;4.902389912;4.902389912;130279;130279;OK
RBBH;181201;3;Corporates;JOVANA RAD DOO SAMAC;CORP_10;2559.015865;2559.015865;181201;;OK
RLRU;1933368;3;Corporates;Lesprom Standard LLC;CORP_10;55628.53797;55628.53797;1933368;1933368;OK
RBHU;471508;3;Corporates;"""GABONAKOM"" Mezõgazdasági, Keresked-elmi és Szolgáltató Kft.";CORP_10;1532.312562;1532.312562;471508;471508;OK
RBHR;108243;3;Corporates;HRAST-EXPORT-PUKLAVEC D.O.O.;CORP_10;432387.79;432387.79;108243;;OK
RBKO;1831041;6;Small Medium Business (SMB);PRO-ENERGY SHPK-PRO-ENERGY SHPK;SME_10;74946.46;74946.46;1831041;1831041;OK
AVAL;674367;6;Small Medium Business (SMB);"TOV ""Nars Avto""";CORP_10;5.455572383;5.455572383;;;OK
ALEASS;702757;3;Corporates;ALARI S.R.L.;CORP_10;977338.03;977338.03;702757;;OK
AVAL;857503;3;Corporates;"TOV ""Dizart Plyus""";CORP_10;189665.1802;189665.1802;857503;857503;OK
AVAL;1977255;3;Corporates;"TOV ""SVK Frunze""";CORP_10;1308822.667;1308822.667;1977255;1977255;OK
RBRO;222078;6;Small Medium Business (SMB);AVANGARDE SRLS SRL;SME_10;437.3290232;437.3290232;222078;;OK
RBHU;87005;3;Corporates;"KEG Közép-európai Gázterminál Nyilv-ánosan Mûködõ Részvénytársaság ""fel";CORP_10;20.29336193;20.29336193;87005;87005;OK
RBAL;174062;6;Small Medium Business (SMB);AL-AN SHPK;SME_10;1.75085354;1.75085354;174062;;OK
RBAL;496333;18;Specialised Lending Project (excl. Commodity);POWER-ELEKTRIK-SLABINJE SHPK;SLOT_PF_6.5;2637756.84;2637756.84;496333;496333;OK
TBSK;631057;6;Small Medium Business (SMB);PM Stock Systems, s. r. o.;SME_10;32446.89;32446.89;631057;;OK
AVAL;221608;3;Corporates;Ahrofirma Rodnichok PAE;CORP_10;5786770.08;5786770.08;221608;221608;OK
RBRO;164270;3;Corporates;ECOSOIL SUD GMBH;CORP_10;176.2567057;176.2567057;164270;;OK
RBHU;1331580;6;Small Medium Business (SMB);Anthill Hungary Kft.;SME_10;1992.153141;1992.153141;1331580;1331580;OK
RBBH;759326;6;Small Medium Business (SMB);ALFA BI DOO SIROKI BRIJEG;SME_10;151709.8112;151709.8112;759326;759326;OK
RBRO;552003;3;Corporates;MAYA'S POPCORN SHOP SRL;CORP_10;2.020203051;2.020203051;;;OK
RBI;15390;11;Banks;Sembank,CB;FIN_10;4940.933808;4940.933808;15390;15390;OK
RBHR;1031200;6;Small Medium Business (SMB);GLOBAL SHIPBUILDING D.O.O.;SME_10;33874.86097;33874.86097;1031200;1031200;OK
RBAL;796420;6;Small Medium Business (SMB);ALBADO SHPK;SME_10;31.16546003;31.16546003;796420;796420;OK
RBBH;295835;6;Small Medium Business (SMB);MARE NIKO DOO STOLAC;SME_10;6.902440396;6.902440396;;;OK
TLSK;1364542;6;Small Medium Business (SMB);VOMA, s.r.o.;SME_10;388076.84;388076.84;1364542;1364542;OK
TLSK;1360704;3;Corporates;MP TRUCKS, s. r. o.;CORP_10;5388.92;5388.92;1360704;1360704;OK
TLSK;132635;3;Corporates;Eutraco SK, s. r. o.;CORP_10;75183.3;75183.3;132635;132635;OK
RBCZ;852366;3;Corporates;RESTEC S R O;CORP_10;70752.46;70752.46;852366;852366;OK
AVAL;2091334;6;Small Medium Business (SMB);"TOV ""Avp Treid""";SME_10;86658.63053;86658.63053;2091334;2091334;OK
RBRO;327925;6;Small Medium Business (SMB);PROD.PREST.SERV.SI COM. TV SATELIT;SME_10;390.7754762;390.7754762;327925;327925;OK
RBBH;181415;3;Corporates;BBM DOO SARAJEVO;CORP_10;170389.1187;170389.1187;181415;181415;OK
RBRO;508803;6;Small Medium Business (SMB);MECANICA-SIRIUS;SME_10;69.44943935;69.44943935;508803;508803;OK
AVAL;1549760;6;Small Medium Business (SMB);"TOV ""Firma ""Strum""";SME_10;123320.2759;123320.2759;1549760;1549760;OK
CASRS;1795847;3;Corporates;PANFRUIT DOO NOVI SAD;CORP_10;9024.120446;9024.120446;1795847;1795847;OK
RPL;178764;6;Small Medium Business (SMB);ASH Ingatlanforgalmazo Kft.;SME_10;0.35487192;0.35487192;;;OK
RBI;718708;18;Specialised Lending Project (excl. Commodity);FABRYKA BIZNESU SP. Z O.O;SLOT_RE_6.5;14618284.1;14618284.1;718708;718708;OK
RBRO;674300;6;Small Medium Business (SMB);TOTAL DISPLAY GLOBAL SERVICES;SME_10;2783.549854;2783.549854;674300;674300;OK
RBI;1039029;3;Corporates;Losberger De Boer-Holding GmbH;CORP_10;13797005.61;13797005.61;1039029;1039029;OK
RBRO;509961;3;Corporates;EVEREST MANAGEMENT GROUP SRL;CORP_10;6017.128617;6017.128617;509961;;OK
RBRU;673186;6;Small Medium Business (SMB);IEN SASIN ANDREI VIKTOROVICH;SME_10;45351.12232;45351.12232;673186;;OK
TBSK;1791743;3;Corporates;Dedoles, s.r.o. v restrukt.;CORP_10;3082963.91;3082963.91;1791743;1791743;OK
RLRO;247121;6;Small Medium Business (SMB);PLASTOMET SA;SME_10;54737.9214;54737.9214;247121;247121;OK
AVAL;1023455;6;Small Medium Business (SMB);"FH ""S.A.D.""";SME_10;113318.7006;113318.7006;1023455;1023455;OK
ALEASS;710524;6;Small Medium Business (SMB);D'AMICO FILIPPO S.R.L.;SME_10;2680.95;2680.95;710524;;OK
RBCZ;882231;6;Small Medium Business (SMB);DERMA MEDICAL CLINIC S R O;SME_10;1593370.069;1593370.069;882231;882231;OK
RBHU;1338406;6;Small Medium Business (SMB);FUEL POWER PRODUCT Kereskedelmi és-Szolgáltató Kft.;SME_10;285597.1146;285597.1146;1338406;1338406;OK
RBRO;957228;6;Small Medium Business (SMB);MATY2009&GABY INTERMED CONS SRL;SME_10;908.7483586;908.7483586;957228;957228;OK
ALEASS;702408;3;Corporates;GROTTINI S.R.L.;CORP_10;1920564.67;1920564.67;702408;702408;OK
RBRO;321572;6;Small Medium Business (SMB);LUCRARI SPECIALE IN CONSTRUCTII;SME_10;1425.449036;1425.449036;321572;321572;OK
RBBH;214534;3;Corporates;GRANINI DOO MODRICA;CORP_10;1347.765399;1347.765399;214534;214534;OK
RBKO;187981;6;Small Medium Business (SMB);N.T.P. ILIRI;SME_10;91586.82;91586.82;187981;187981;OK
AVAL;407867;6;Small Medium Business (SMB);"TOV ""Virma Elektrosvit""";SME_10;18.58745602;18.58745602;;;OK
AVAL;219529;3;Corporates;"TOV ""Natalka""";CORP_10;213139.738;213139.738;219529;219529;OK
AVAL;180092;18;Specialised Lending Project (excl. Commodity);"TOV ""Krona-Kompan¿""";SLOT_RE_6.5;10302195.1;10302195.1;180092;180092;OK
RLRO;920936;6;Small Medium Business (SMB);IMPULSE TRANSPORT SI LOGISTICA SRL;SME_10;20697.0322;20697.0322;920936;920936;OK
TLSK;1359522;6;Small Medium Business (SMB);RIA TRANS, s. r. o.;SME_10;331785.41;331785.41;1359522;1359522;OK
TLSK;155326;3;Corporates;AUTO - IMPEX spol. s r.o.;CORP_10;632405.54;632405.54;155326;155326;OK
RBRO;532166;3;Corporates;WATCH & CATCH SECURITY;CORP_10;440.4969138;440.4969138;532166;532166;OK
RBRO;1847829;6;Small Medium Business (SMB);TERENO BIO SRL;SME_10;120553.1791;120553.1791;1847829;1847829;OK
RLRO;1361624;6;Small Medium Business (SMB);LCV SERAR SRL;SME_10;18854.9682;18854.9682;1361624;1361624;OK
RBBH;757430;6;Small Medium Business (SMB);PIGEON DOO ZEPCE;SME_10;11.30466349;11.30466349;;;OK
RBRU;1535474;6;Small Medium Business (SMB);BATOV SERGEI SEMENOVICH (IP);SME_10;244703.5532;244703.5532;1535474;1535474;OK
RBKO;1052170;6;Small Medium Business (SMB);N.N. QUKA-CO;SME_10;729308.32;729308.32;1052170;1052170;OK
RBBY;632703;6;Small Medium Business (SMB);'FOREVER-MOBIL' OOO;SME_10;96036.88567;96036.88567;632703;632703;OK
RBBY;204991;3;Corporates;STROITREST N3 ORDENA OKTYaBRS;CORP_10;2342567.674;2342567.674;204991;204991;OK
RBI;42007;3;Corporates;MFC Holding Austria GmbH;CORP_10;15785406.22;15785406.22;42007;42007;OK
RBBH;267398;3;Corporates;DRVOSJECA DOO SARAJEVO;CORP_10;149816.5025;149816.5025;267398;267398;OK
TLSK;497073;6;Small Medium Business (SMB);AGROPODNIK Zelovce, s. r. o.;SME_10;51393.93;51393.93;497073;497073;OK
RBRU;1786800;3;Corporates;TREID INZHINIRING OOO;CORP_10;331548.3096;331548.3096;1786800;1786800;OK
RBRO;601496;6;Small Medium Business (SMB);TEOCRIS SRL;SME_10;202749.1161;202749.1161;601496;;OK
RBRO;664695;3;Corporates;YPRADO PRODUCTION;CORP_10;82.28942633;82.28942633;664695;664695;OK
TBSK;641590;18;Specialised Lending Project (excl. Commodity);BPS Sladkovicovo, s. r. o.;SLOT_PF_6.5;633824.11;633824.11;641590;641590;OK
AVAL;1215272;6;Small Medium Business (SMB);"TOV ""Slovianskyi Pukh Ukraina""";SME_10;8539.209001;8539.209001;1215272;1215272;OK
AVAL;205403;3;Corporates;ZAKHIDNYI TPD;CORP_10;10.26931272;10.26931272;;;OK
RBHU;72353;26;Finance Companies - supervised;MAGYAR INGATLANFINANSZÍROZÁSI ZRT.--F.A.;FIN_10;124.728715;124.728715;72353;;OK
RBAL;1216039;6;Small Medium Business (SMB);FOOD & TRADING ALBANIA-SHPK;SME_10;79444.32402;79444.32402;1216039;1216039;OK
RBI;104285;3;Corporates;JFC GROUP CO. LTD;CORP_10;25574.81406;25574.81406;104285;;OK
RBRO;542708;6;Small Medium Business (SMB);MIHAIL CONSTRUCTII AG;SME_10;290.2010305;290.2010305;542708;542708;OK
RBRO;665326;6;Small Medium Business (SMB);SCHANTL & VOX SERV SRL;SME_10;229.3792161;229.3792161;665326;665326;OK
RBHU;111170;3;Corporates;GORDIUSZ 95' Ipari, Kereskedelmi és- Szolgáltató Zrt;CORP_10;11.61723252;11.61723252;;;OK
AVAL;1588398;6;Small Medium Business (SMB);"TOV ""VTK ""Ahrokontynent""";SME_10;11763.70996;11763.70996;1588398;1588398;OK
